_key,code_a,desc_a,code_b,desc_b,n_both,lift,odds_ratio,or_adjusted,confounding_ratio,chapter_a,chapter_b,ccsr_desc_a,ccsr_desc_b,code_pairs_in_group,max_lift_in_group
Other specified and unspecified upper respiratory disease | Unacceptable PDX,J398,Other specified diseases of upper respiratory tract,Z930,Tracheostomy status,690,34.16211369887336,39.56889258487973,29.20867354802988,1.3546966629557422,Respiratory,Factors/status,Other specified and unspecified upper respiratory disease,Unacceptable PDX,1,34.16211369887336
Acute posthemorrhagic anemia | Other specified injury,D62,Acute posthemorrhagic anemia,T794XXA,"Traumatic shock, initial encounter",2228,10.707336528415954,27.00786567337485,29.196974171049416,0.9250227614392592,Blood/immune,Injury/poisoning,Acute posthemorrhagic anemia,Other specified injury,1,10.707336528415954
Aplastic anemia | Myelodysplastic syndrome (MDS),D469,"Myelodysplastic syndrome, unspecified",D61818,Other pancytopenia,3786,25.916841157590287,36.4546739760281,29.160020407649483,1.2501594123186903,Neoplasm,Blood/immune,Myelodysplastic syndrome (MDS),Aplastic anemia,1,25.916841157590287
Other specified status | Postprocedural or postoperative digestive system complication,K9423,Gastrostomy malfunction,Z9911,Dependence on respirator [ventilator] status,688,31.482562526149028,35.59873227785243,29.09449088774604,1.22355577264443,Digestive,Factors/status,Postprocedural or postoperative digestive system complication,Other specified status,1,31.482562526149028
Genitourinary signs and symptoms | Hyperplasia of prostate,N401,Benign prostatic hyperplasia with lower urinary tract symp,R350,Frequency of micturition,5091,25.71108700782712,40.64988005082878,29.075844823324555,1.3980635918864022,Genitourinary,Symptoms/signs,Hyperplasia of prostate,Genitourinary signs and symptoms,2,25.71108700782712
Benign neoplasms | Menopausal disorders,D259,"Leiomyoma of uterus, unspecified",N950,Postmenopausal bleeding,776,42.0549835536308,52.482277914599344,29.01364009717769,1.8088829164081544,Neoplasm,Genitourinary,Benign neoplasms,Menopausal disorders,1,42.0549835536308
Acute hemorrhagic cerebrovascular disease | Nervous system signs and symptoms,I611,"Nontraumatic intcrbl hemorrhage in hemisphere, cortical",R4701,Aphasia,1596,30.612455225665247,42.01559846356262,28.956948584376736,1.4509677475558136,Circulatory,Symptoms/signs,Acute hemorrhagic cerebrovascular disease,Nervous system signs and symptoms,16,41.72323060669786
Non-pressure ulcer of skin | Osteomyelitis,L97519,Non-prs chronic ulcer oth prt right foot w unsp severity,M869,"Osteomyelitis, unspecified",2881,35.808639277644644,46.08648083336116,28.89899603283822,1.5947433184527458,Skin,Musculoskeletal,Non-pressure ulcer of skin,Osteomyelitis,12,86.39234939117605
Cerebral infarction | Paralysis (other than cerebral palsy),G8194,"Hemiplegia, unspecified affecting left nondominant side",I639,"Cerebral infarction, unspecified",8708,27.705416103252425,41.42780373697876,28.48182288845929,1.45453484136948,Nervous,Circulatory,Paralysis (other than cerebral palsy),Cerebral infarction,12,97.55470127442226
Sequela of cerebral infarction and other cerebrovascular disease | Unacceptable PDX,I69391,Dysphagia following cerebral infarction,Z931,Gastrostomy status,2632,21.981983308836742,27.675611751585656,28.13204808614417,0.98377521845687,Circulatory,Factors/status,Sequela of cerebral infarction and other cerebrovascular disease,Unacceptable PDX,5,21.981983308836742
Diabetes mellitus with complication | Nephritis; nephrosis; renal sclerosis,E1121,Type 2 diabetes mellitus with diabetic nephropathy,N049,Nephrotic syndrome with unspecified morphologic changes,697,23.296400437975407,28.18118148425601,28.11243809579548,1.0024453015503776,Endocrine/metabolic,Genitourinary,Diabetes mellitus with complication,Nephritis; nephrosis; renal sclerosis,1,23.296400437975407
Regional enteritis and ulcerative colitis | Unacceptable PDX,K5090,"Crohn's disease, unspecified, without complications",Z932,Ileostomy status,1493,28.661472407780884,33.702375047590785,28.111554974267463,1.198879787277545,Digestive,Factors/status,Regional enteritis and ulcerative colitis,Unacceptable PDX,2,28.661472407780884
Other specified and unspecified gastrointestinal disorders | Pressure ulcer of skin,K592,"Neurogenic bowel, not elsewhere classified",L89154,"Pressure ulcer of sacral region, stage 4",530,27.66908745051052,30.607133512050044,28.092405180937504,1.0895163057387107,Digestive,Skin,Other specified and unspecified gastrointestinal disorders,Pressure ulcer of skin,1,27.66908745051052
Gastrointestinal cancers - liver | Other specified and unspecified liver disease,C220,Liver cell carcinoma,K7460,Unspecified cirrhosis of liver,3304,30.425054049861348,46.36025948897012,28.023975362214447,1.6543070313813872,Neoplasm,Digestive,Gastrointestinal cancers - liver,Other specified and unspecified liver disease,6,53.23460363244143
"Abnormal findings without diagnosis | Complication of other surgical or medical care, injury, initial encounter",R7881,Bacteremia,T80211A,"Bloodstream infection due to central venous catheter, init",1626,25.3829074356248,31.44513428909504,28.02154964877033,1.1221768490050277,Symptoms/signs,Injury/poisoning,Abnormal findings without diagnosis,"Complication of other surgical or medical care, injury, initial encounter",1,25.3829074356248
Coma; stupor; and brain damage | Shock,G931,"Anoxic brain damage, not elsewhere classified",R570,Cardiogenic shock,3656,27.4620569874992,35.36335172368899,27.937448737008463,1.2658046214808265,Nervous,Symptoms/signs,Coma; stupor; and brain damage,Shock,3,34.65593218869864
Coma; stupor; and brain damage | Postprocedural or postoperative respiratory system complication,G931,"Anoxic brain damage, not elsewhere classified",J95851,Ventilator associated pneumonia,534,32.60498295086263,37.45796594449583,27.93306637034885,1.340990117155835,Nervous,Respiratory,Coma; stupor; and brain damage,Postprocedural or postoperative respiratory system complication,1,32.60498295086263
Noninfectious hepatitis | Unacceptable PDX,K7581,Nonalcoholic steatohepatitis (NASH),Z7682,Awaiting organ transplant status,807,31.025214513574667,35.86268062488398,27.867689150095696,1.286891081342524,Digestive,Factors/status,Noninfectious hepatitis,Unacceptable PDX,2,31.025214513574667
Drug induced or toxic related condition | Encounter for antineoplastic therapies,G620,Drug-induced polyneuropathy,Z5111,Encounter for antineoplastic chemotherapy,913,30.8713361763732,36.27584086212974,27.75122504671588,1.307179802011035,Nervous,Factors/status,Drug induced or toxic related condition,Encounter for antineoplastic therapies,1,30.8713361763732
Medical examination/evaluation | Nonrheumatic and unspecified valve disorders,I350,Nonrheumatic aortic (valve) stenosis,Z006,Encntr for exam for nrml cmprsn and ctrl in clncl rsrch prog,10973,28.25261417606114,51.41724489502051,27.3344288875576,1.881043321099904,Circulatory,Factors/status,Nonrheumatic and unspecified valve disorders,Medical examination/evaluation,3,44.7282061773764
"Internal organ injury, initial encounter | Nervous system pain and pain syndromes",G8911,Acute pain due to trauma,S270XXA,"Traumatic pneumothorax, initial encounter",641,39.188661185886886,44.22065323445527,27.31191598007777,1.6190974396198092,Nervous,Injury,Nervous system pain and pain syndromes,"Internal organ injury, initial encounter",1,39.188661185886886
Non-pressure ulcer of skin | Postthrombotic syndrome and venous insufficiency/hypertension,I872,Venous insufficiency (chronic) (peripheral),L97929,Non-prs chronic ulc unsp prt of l low leg w unsp severity,2290,30.40378395346444,40.66010121297828,27.291945586785868,1.489820543708872,Circulatory,Skin,Postthrombotic syndrome and venous insufficiency/hypertension,Non-pressure ulcer of skin,4,30.75048606671129
Acute hemorrhagic cerebrovascular disease | Paralysis (other than cerebral palsy),G8194,"Hemiplegia, unspecified affecting left nondominant side",I619,"Nontraumatic intracerebral hemorrhage, unspecified",1283,30.88892338882933,38.49169091351455,26.98055732677297,1.42664550799768,Nervous,Circulatory,Paralysis (other than cerebral palsy),Acute hemorrhagic cerebrovascular disease,12,50.00738430917113
Chronic kidney disease | Systemic lupus erythematosus and connective tissue disorders,M3214,Glomerular disease in systemic lupus erythematosus,N186,End stage renal disease,2225,13.07718494891308,21.321082178377907,26.90177295548184,0.7925530489630148,Musculoskeletal,Genitourinary,Systemic lupus erythematosus and connective tissue disorders,Chronic kidney disease,3,13.285354021672934
Diabetes mellitus with complication | Other specified connective tissue disease,E1152,Type 2 diabetes w diabetic peripheral angiopathy w gangrene,M726,Necrotizing fasciitis,767,31.474345485482715,37.362643708984045,26.66009323219286,1.401444600496278,Endocrine/metabolic,Musculoskeletal,Diabetes mellitus with complication,Other specified connective tissue disease,3,31.474345485482715
Obesity | Pulmonary heart disease,E662,Morbid (severe) obesity with alveolar hypoventilation,I2781,Cor pulmonale (chronic),1790,28.02247354027736,34.516902617419724,26.507622843603475,1.3021500577804157,Endocrine/metabolic,Circulatory,Obesity,Pulmonary heart disease,4,28.02247354027736
Coma; stupor; and brain damage | Hepatic failure,G931,"Anoxic brain damage, not elsewhere classified",K7200,Acute and subacute hepatic failure without coma,3341,26.92925955948055,34.10485073754675,26.438738899788948,1.28995754550982,Nervous,Digestive,Coma; stupor; and brain damage,Hepatic failure,1,26.92925955948055
Acute posthemorrhagic anemia | Other specified and unspecified disorders of stomach and duodenum,D62,Acute posthemorrhagic anemia,K31811,Angiodysplasia of stomach and duodenum with bleeding,5150,11.838786435591777,36.49345625292533,26.405274327972464,1.382051774946566,Blood/immune,Digestive,Acute posthemorrhagic anemia,Other specified and unspecified disorders of stomach and duodenum,1,11.838786435591777
"Complication of genitourinary device, implant or graft, initial encounter | Pressure ulcer of skin",L89154,"Pressure ulcer of sacral region, stage 4",T83511A,"I/I react d/t indwelling urethral catheter, init",1867,28.980864992880907,34.68696871610183,26.18631499531232,1.3246219913840964,Skin,Injury/poisoning,Pressure ulcer of skin,"Complication of genitourinary device, implant or graft, initial encounter",4,28.980864992880907
Myelodysplastic syndrome (MDS) | Unacceptable PDX,D469,"Myelodysplastic syndrome, unspecified",R5081,Fever presenting with conditions classified elsewhere,1078,19.077776611438416,21.320048822043248,26.01778455728473,0.8194413623151412,Neoplasm,Symptoms/signs,Myelodysplastic syndrome (MDS),Unacceptable PDX,2,19.077776611438416
Nephritis; nephrosis; renal sclerosis | Other specified and unspecified nutritional and metabolic disorders,E8809,"Oth disorders of plasma-protein metabolism, NEC",N049,Nephrotic syndrome with unspecified morphologic changes,691,25.17302004844253,30.450815609918376,25.95981377816329,1.1729982298845607,Endocrine/metabolic,Genitourinary,Other specified and unspecified nutritional and metabolic disorders,Nephritis; nephrosis; renal sclerosis,1,25.17302004844253
Hypotension | Other specified and unspecified diseases of kidney and ureters,I953,Hypotension of hemodialysis,N2581,Secondary hyperparathyroidism of renal origin,1525,26.49285053958067,36.02840468391639,25.860241155845515,1.3931967790552655,Circulatory,Genitourinary,Hypotension,Other specified and unspecified diseases of kidney and ureters,1,26.49285053958067
Intestinal infection | Other specified and unspecified gastrointestinal disorders,A09,"Infectious gastroenteritis and colitis, unspecified",K559,"Vascular disorder of intestine, unspecified",596,29.765006246639587,32.902284287299466,25.757131880235875,1.2774048151124409,Infectious,Digestive,Intestinal infection,Other specified and unspecified gastrointestinal disorders,1,29.765006246639587
CNS abscess | Unacceptable PDX,B9561,Methicillin suscep staph infct causing dis classd elswhr,G061,Intraspinal abscess and granuloma,729,29.329028123414307,34.91952668150193,25.70401908210831,1.358523994631183,Infectious,Nervous,Unacceptable PDX,CNS abscess,1,29.329028123414307
"Complication of cardiovascular device, implant or graft, initial encounter | Other specified and unspecified circulatory disease",I998,Other disorder of circulatory system,T82868A,"Thrombosis due to vascular prosth dev/grft, init",539,30.39095194878629,33.58963992892717,25.62717348835023,1.3107040440568511,Circulatory,Injury/poisoning,Other specified and unspecified circulatory disease,"Complication of cardiovascular device, implant or graft, initial encounter",1,30.39095194878629
Other nervous system disorders (neither hereditary nor degenerative) | Suicidal ideation/attempt/intentional self-harm,G92,Toxic encephalopathy,T424X2A,"Poisoning by benzodiazepines, intentional self-harm, init",1161,17.329438654135934,22.714094775002582,25.44647253970021,0.8926225330275259,Nervous,Injury/poisoning,Other nervous system disorders (neither hereditary nor degenerative),Suicidal ideation/attempt/intentional self-harm,2,17.329438654135934
Cerebral infarction | Nervous system signs and symptoms,I639,"Cerebral infarction, unspecified",R29810,Facial weakness,10343,25.404283322200023,38.44293666517738,25.435929991134408,1.5113635191863048,Circulatory,Symptoms/signs,Cerebral infarction,Nervous system signs and symptoms,38,137.57059794482922
Fluid and electrolyte disorders | Postprocedural or postoperative respiratory system complication,E870,Hyperosmolality and hypernatremia,J95851,Ventilator associated pneumonia,1554,18.60933994974232,27.5867290670842,25.30822474944036,1.0900301913785646,Endocrine/metabolic,Respiratory,Fluid and electrolyte disorders,Postprocedural or postoperative respiratory system complication,1,18.60933994974232
Drug induced or toxic related condition | Stimulant-related disorders,F1510,"Other stimulant abuse, uncomplicated",I427,Cardiomyopathy due to drug and external agent,912,33.35416518493168,43.39339520687464,25.281836843740308,1.7163861738004489,Mental/behavioural,Circulatory,Stimulant-related disorders,Drug induced or toxic related condition,1,33.35416518493168
Non-pressure ulcer of skin | Other specified diseases of veins and lymphatics,I878,Other specified disorders of veins,L97929,Non-prs chronic ulc unsp prt of l low leg w unsp severity,1226,31.46778125958985,37.286820273148216,25.108662813691,1.4850181608562931,Circulatory,Skin,Other specified diseases of veins and lymphatics,Non-pressure ulcer of skin,4,31.46778125958985
Blindness and vision defects | Other nervous system disorders (neither hereditary nor degenerative),G936,Cerebral edema,H53462,"Homonymous bilateral field defects, left side",655,26.711436274748124,32.627206009770624,25.091951017740246,1.3003056632265415,Nervous,Eye/ear,Other nervous system disorders (neither hereditary nor degenerative),Blindness and vision defects,1,26.711436274748124
Abdominal pain and other digestive/abdomen signs and symptoms | Acute phlebitis; thrombophlebitis and thromboembolism,I81,Portal vein thrombosis,R188,Other ascites,2986,24.145513412836944,33.484523157889626,24.700062416716115,1.3556452851401908,Circulatory,Symptoms/signs,Acute phlebitis; thrombophlebitis and thromboembolism,Abdominal pain and other digestive/abdomen signs and symptoms,1,24.145513412836944
Abnormal findings without diagnosis | Unacceptable PDX,B9561,Methicillin suscep staph infct causing dis classd elswhr,R7881,Bacteremia,5244,22.005550555259543,28.704741247988725,24.654461616069447,1.1642818121519782,Infectious,Symptoms/signs,Unacceptable PDX,Abnormal findings without diagnosis,3,22.005550555259543
Personality disorders | Unacceptable PDX,F603,Borderline personality disorder,Z915,Personal history of self-harm,6831,29.94873277090064,45.75333042834297,24.587689476670363,1.86082268818936,Mental/behavioural,Factors/status,Personality disorders,Unacceptable PDX,6,29.94873277090064
Gastrointestinal cancers - liver | Hepatitis,B182,Chronic viral hepatitis C,C220,Liver cell carcinoma,2061,29.54903912831946,38.31138493175913,24.525971723086624,1.5620740888197353,Infectious,Neoplasm,Hepatitis,Gastrointestinal cancers - liver,2,29.54903912831946
